epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate,epoch_time_sec
1,0.7354183793067932,0.7493950724601746,0.5334731340408325,0.8300835490226746,0.0010000000474974513,129.757399559021
2,0.5431524515151978,0.8112685680389404,0.47828811407089233,0.844011127948761,0.0010000000474974513,47.51673889160156
3,0.4882347881793976,0.834773600101471,0.46538400650024414,0.8495821952819824,0.0010000000474974513,47.405489921569824
4,0.4668015241622925,0.8392671942710876,0.44815003871917725,0.8551532030105591,0.0010000000474974513,48.59917974472046
5,0.4506991505622864,0.8534393310546875,0.42786502838134766,0.8607242107391357,0.0010000000474974513,47.88065552711487
6,0.4373188614845276,0.848254382610321,0.4379833936691284,0.8579387068748474,0.0010000000474974513,47.48310208320618
7,0.41433870792388916,0.8610438704490662,0.42443200945854187,0.844011127948761,0.0010000000474974513,47.90473175048828
8,0.41777268052101135,0.8568959832191467,0.42505091428756714,0.8467966318130493,0.0010000000474974513,48.30920696258545
9,0.41281238198280334,0.8596612215042114,0.4189041554927826,0.8607242107391357,0.0010000000474974513,51.87435245513916
10,0.4091862142086029,0.8613895773887634,0.4069165885448456,0.8495821952819824,0.0010000000474974513,51.88290572166443
11,0.40044498443603516,0.8603525757789612,0.4131962060928345,0.844011127948761,0.0010000000474974513,50.81503486633301
12,0.385863721370697,0.8710681200027466,0.4062747657299042,0.8635097742080688,0.0010000000474974513,52.31008696556091
13,0.3852776288986206,0.8651918172836304,0.4140927493572235,0.8523676991462708,0.0010000000474974513,52.3849241733551
14,0.37943318486213684,0.872105062007904,0.406832754611969,0.8579387068748474,0.0010000000474974513,52.28880786895752
15,0.37392717599868774,0.8676114678382874,0.4153650104999542,0.8551532030105591,0.0010000000474974513,51.999143838882446
16,0.366221159696579,0.8714137673377991,0.39355698227882385,0.8523676991462708,0.0010000000474974513,54.388280153274536
17,0.3686100244522095,0.8741790652275085,0.41782641410827637,0.8635097742080688,0.0010000000474974513,53.811567544937134
18,0.3721056282520294,0.8748703598976135,0.40344637632369995,0.8523676991462708,0.0010000000474974513,53.770911693573
19,0.3552120327949524,0.8790183067321777,0.40593358874320984,0.8579387068748474,0.0010000000474974513,53.80613374710083
20,0.3475992679595947,0.8855859041213989,0.38921767473220825,0.8495821952819824,0.0010000000474974513,53.88230538368225
21,0.35056501626968384,0.8835119009017944,0.3962693214416504,0.8523676991462708,0.0010000000474974513,51.66963291168213
22,0.3532136380672455,0.8797096610069275,0.40452367067337036,0.8495821952819824,0.0010000000474974513,51.47246313095093
23,0.3543912470340729,0.8741790652275085,0.39683231711387634,0.8495821952819824,0.0010000000474974513,51.991397857666016
24,0.3508160710334778,0.88005530834198,0.39130258560180664,0.8607242107391357,0.0010000000474974513,51.70357155799866
25,0.357516348361969,0.8765987157821655,0.39022475481033325,0.8607242107391357,0.0010000000474974513,51.54696083068848
26,0.33359819650650024,0.8876598477363586,0.39581099152565,0.8607242107391357,0.0005000000237487257,51.871681451797485
27,0.33275508880615234,0.8900794982910156,0.3913493752479553,0.8523676991462708,0.0005000000237487257,52.25251865386963
28,0.331032931804657,0.8880055546760559,0.3885381519794464,0.8551532030105591,0.0005000000237487257,53.874014377593994
29,0.33701127767562866,0.8883512020111084,0.4002498388290405,0.8579387068748474,0.0005000000237487257,52.55189347267151
30,0.3288688659667969,0.8931904435157776,0.39997944235801697,0.8579387068748474,0.0005000000237487257,52.767494916915894
31,0.3328920304775238,0.8862771987915039,0.39333575963974,0.8579387068748474,0.0005000000237487257,54.1730170249939
32,0.32767975330352783,0.8869685530662537,0.39515864849090576,0.8579387068748474,0.0005000000237487257,52.999810218811035
33,0.32601025700569153,0.8869685530662537,0.3942636549472809,0.8607242107391357,0.0005000000237487257,52.37529158592224
34,0.3253077268600464,0.8862771987915039,0.39962607622146606,0.8495821952819824,0.0002500000118743628,53.35348153114319
35,0.321347177028656,0.8969927430152893,0.3939650058746338,0.8551532030105591,0.0002500000118743628,53.0991153717041
36,0.3350920081138611,0.8817836046218872,0.38912734389305115,0.8551532030105591,0.0002500000118743628,53.60015630722046
37,0.32175344228744507,0.8945730924606323,0.39114317297935486,0.8579387068748474,0.0002500000118743628,54.316874742507935
38,0.32818102836608887,0.8897338509559631,0.4022636413574219,0.8523676991462708,0.0002500000118743628,53.862093925476074
39,0.3223532736301422,0.8866229057312012,0.3914126455783844,0.8579387068748474,0.0001250000059371814,54.02651643753052
40,0.3191509544849396,0.8904251456260681,0.39263489842414856,0.8607242107391357,0.0001250000059371814,54.735952854156494
41,0.31641697883605957,0.8900794982910156,0.38916584849357605,0.8523676991462708,0.0001250000059371814,54.34911823272705
42,0.3186597526073456,0.8949187397956848,0.39169758558273315,0.8523676991462708,0.0001250000059371814,54.965376138687134
43,0.321820467710495,0.8862771987915039,0.3931412100791931,0.8523676991462708,0.0001250000059371814,54.46318578720093
44,0.3230471909046173,0.8880055546760559,0.3932856023311615,0.8523676991462708,6.25000029685907e-05,54.598321199417114
45,0.31285855174064636,0.8890424966812134,0.3919268548488617,0.8523676991462708,6.25000029685907e-05,54.03818726539612
46,0.3189941644668579,0.8904251456260681,0.39213111996650696,0.8523676991462708,6.25000029685907e-05,54.71131134033203
47,0.3263888657093048,0.8897338509559631,0.3902594745159149,0.8551532030105591,6.25000029685907e-05,53.833072900772095
48,0.3249002695083618,0.8883512020111084,0.39023247361183167,0.8523676991462708,6.25000029685907e-05,53.611530780792236
