epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate,epoch_time_sec
1,0.6925148963928223,0.7742827534675598,0.5044634342193604,0.8495821952819824,0.0010000000474974513,93.03636050224304
2,0.5006864070892334,0.8247494101524353,0.42914068698883057,0.8523676991462708,0.0010000000474974513,49.798747539520264
3,0.4556313455104828,0.8458347916603088,0.46850648522377014,0.8467966318130493,0.0010000000474974513,48.60922598838806
4,0.4175044894218445,0.8579329252243042,0.4494537115097046,0.8607242107391357,0.0010000000474974513,47.70304870605469
5,0.3903575539588928,0.8676114678382874,0.40862029790878296,0.8523676991462708,0.0010000000474974513,48.185274600982666
6,0.37910196185112,0.8658831715583801,0.41517558693885803,0.8607242107391357,0.0010000000474974513,47.28081297874451
7,0.3550857901573181,0.8790183067321777,0.4266189634799957,0.8551532030105591,0.0010000000474974513,49.876609802246094
8,0.3565954566001892,0.8752160668373108,0.38169771432876587,0.8746517896652222,0.0010000000474974513,48.31337928771973
9,0.3425734341144562,0.8790183067321777,0.3955574631690979,0.8746517896652222,0.0010000000474974513,46.499592781066895
10,0.3288281559944153,0.8859315514564514,0.3846255838871002,0.8607242107391357,0.0010000000474974513,46.93187713623047
11,0.3096117377281189,0.8907708525657654,0.4474855065345764,0.8495821952819824,0.0010000000474974513,47.50897169113159
12,0.3172241747379303,0.8911164999008179,0.4160422384738922,0.8635097742080688,0.0010000000474974513,47.725706815719604
13,0.2963321805000305,0.8956100940704346,0.47455233335494995,0.8495821952819824,0.0010000000474974513,47.00516605377197
14,0.2680068016052246,0.90632563829422,0.39503347873687744,0.8746517896652222,0.0005000000237487257,47.0395712852478
15,0.26891031861305237,0.9104735851287842,0.38716405630111694,0.8607242107391357,0.0005000000237487257,48.02645468711853
16,0.2622115910053253,0.9083995819091797,0.39998599886894226,0.8635097742080688,0.0005000000237487257,49.977046251297
17,0.2700492739677429,0.9028689861297607,0.3754538893699646,0.8579387068748474,0.0005000000237487257,50.279584646224976
18,0.2728390693664551,0.8987210392951965,0.40061670541763306,0.8579387068748474,0.0005000000237487257,50.42510962486267
19,0.2552933990955353,0.9087452292442322,0.39189982414245605,0.8690807819366455,0.0005000000237487257,48.0651490688324
20,0.2545119524002075,0.9115105271339417,0.41673406958580017,0.8467966318130493,0.0005000000237487257,47.266783714294434
21,0.24603323638439178,0.9059799313545227,0.4157186448574066,0.8718662858009338,0.0005000000237487257,47.633127212524414
22,0.24395056068897247,0.9111648797988892,0.4011027216911316,0.8690807819366455,0.0005000000237487257,47.904975175857544
23,0.24493682384490967,0.9160041213035583,0.39910098910331726,0.8635097742080688,0.0002500000118743628,47.46907615661621
24,0.2448524832725525,0.9153128266334534,0.4030488431453705,0.8607242107391357,0.0002500000118743628,47.076358795166016
25,0.234958678483963,0.9218804240226746,0.39824703335762024,0.8774373531341553,0.0002500000118743628,48.277292251586914
26,0.2239920198917389,0.9225717186927795,0.3948247730731964,0.8579387068748474,0.0002500000118743628,49.39174437522888
27,0.23017241060733795,0.9239543676376343,0.40755948424339294,0.8635097742080688,0.0002500000118743628,48.38175845146179
28,0.22606508433818817,0.9215347170829773,0.3960278332233429,0.8690807819366455,0.0001250000059371814,48.96118950843811
29,0.22355076670646667,0.922226071357727,0.39529097080230713,0.8690807819366455,0.0001250000059371814,49.182727336883545
30,0.22262439131736755,0.922917366027832,0.3895978033542633,0.8607242107391357,0.0001250000059371814,49.36474561691284
31,0.22812962532043457,0.9194607734680176,0.40248578786849976,0.8662952780723572,0.0001250000059371814,49.54371190071106
32,0.22491836547851562,0.9236087203025818,0.3939550220966339,0.8579387068748474,0.0001250000059371814,49.18223524093628
33,0.213936448097229,0.9274110198020935,0.3853638768196106,0.8607242107391357,6.25000029685907e-05,48.453267097473145
34,0.21492990851402283,0.925337016582489,0.39183753728866577,0.8607242107391357,6.25000029685907e-05,48.8711040019989
35,0.22655490040779114,0.9218804240226746,0.3944673538208008,0.8690807819366455,6.25000029685907e-05,49.06706500053406
36,0.22761978209018707,0.9173867702484131,0.39223602414131165,0.8662952780723572,6.25000029685907e-05,48.88018226623535
37,0.22491073608398438,0.9198064208030701,0.3877895474433899,0.8635097742080688,6.25000029685907e-05,48.52582263946533
